9.313037	718.2783
0.0	0.0
702.6545	418.93918
216.46593	639.15814
155.66017	168.97835
491.4125	399.40143
596.18854	593.6711
353.62616	423.45105
254.98323	71.26266
86.624146	359.81772
620.3568	820.0118
69.47119	214.83046
479.67157	655.13025
274.95367	291.1961
110.4014	749.96155
717.2931	294.22656
670.123	103.62989
234.89883	564.00854
116.109085	492.8905
287.48972	786.319
481.43887	530.5655
451.86505	66.47483
602.2535	719.4804
374.6576	318.03897
313.63272	620.4924
665.9818	646.79645
602.6339	25.75896
312.80072	515.61707
393.4107	502.138
0.005002509	206.24352
351.20526	54.17777
533.49603	811.5144
235.88718	150.47908
276.6248	390.77167
130.97333	83.06662
68.915	24.793922
278.58035	213.81638
58.647247	608.92957
419.3926	391.45816
528.0195	51.89523
15.964575	98.753006
359.7308	806.7692
391.78998	228.18205
189.09302	484.9458
275.37207	698.7396
163.03589	592.51196
671.90515	770.2544
524.9903	717.55225
199.83194	34.128822
27.475569	362.82767
182.34625	679.01074
673.3356	201.68355
158.2157	353.64383
336.3374	259.86017
711.9407	61.974136
93.675125	285.77075
258.35297	468.23514
727.0948	672.5702
296.43207	4.4425063
230.30399	759.5333
453.9609	333.15994
660.4005	290.07202
9.71838	555.5356
131.24872	798.13275
310.06943	119.80801
709.6615	139.49777
446.69928	473.15817
425.39764	140.82518
413.31635	651.5472
216.20152	335.14328
308.03784	191.10019
118.251625	670.5656
238.21623	823.182
521.4609	464.90436
640.859	677.899
227.11818	241.68341
202.53363	103.028885
24.959291	663.0588
729.41205	241.1131
169.207	737.8365
325.5979	334.13626
405.6762	31.239582
5.868351	421.47354
479.70837	17.499918
393.41318	89.63389
111.660545	139.50769
133.31496	548.67444
603.15173	96.41832
43.02362	276.67215
333.0813	749.83813
667.0154	724.2238
45.99045	154.68816
365.85367	632.6931
83.5843	417.0305
729.41595	447.36465
349.79413	478.01154
309.5079	463.19778
715.0372	607.154
581.5549	786.3987
445.01392	254.01929
405.07532	449.88376
50.631443	232.00925
267.2653	599.96423
365.85623	374.8628
392.924	758.18805
