1417.2537	297.2119	4
1647.503	218.94304	5
1868.6151	153.65088	6
2110.3315	124.907265	7
2353.8618	174.08014	8
2582.2817	257.1852	9
141.18285	557.083	14
427.15512	617.1042	15
700.02496	610.50195	16
1074.871	540.3857	17
1308.1598	493.05624	18
1610.0098	501.9189	19
1878.965	458.5921	20
2108.844	363.19388	21
2320.216	481.95074	22
2549.9895	542.32837	23
2767.969	444.47818	24
3287.53	571.42444	25
3616.7983	528.5953	26
3852.2068	474.44107	27
110.894485	770.1549	28
344.48325	815.493	29
615.0051	841.63055	30
975.86633	768.82605	31
1256.0233	770.20087	32
1516.0251	750.9802	33
1820.6841	744.9336	34
2103.9468	688.54407	35
2402.2112	783.08746	36
2703.8154	739.98047	37
2955.4055	788.447	38
3303.4937	768.91455	39
3559.1567	753.15063	40
3827.4124	689.8324	41
123.0964	1004.69257	42
398.38864	1011.0723	43
882.3473	1000.3169	44
1144.7286	1012.886	45
1408.1177	1034.1005	46
1681.2174	1000.8894	47
1941.1571	998.62787	48
2184.8706	970.34625	49
2405.9695	1094.1917	50
2655.4907	989.7063	51
2892.1287	1097.3146	52
3131.653	1002.1792	53
3407.6543	1043.2574	54
3921.8486	839.00574	55
683.0257	1085.2211	57
808.68677	1318.261	58
1042.5826	1239.1095	59
1294.2423	1317.3749	60
1543.7323	1275.3184	61
1812.9768	1278.5425	62
2099.5488	1243.7325	63
2394.1409	1353.5481	64
2660.1536	1266.5945	65
2900.15	1388.8004	66
3123.9497	1274.1676	67
3348.5532	1369.3467	68
3601.9211	1334.3337	69
107.53012	1793.56	70
403.6694	1839.5342	71
814.0471	1583.8387	72
1078.3484	1513.7362	73
1333.4208	1617.337	74
1597.3907	1530.6042	75
1872.6378	1567.1938	76
2138.96	1499.6195	77
2387.8005	1615.5546	78
2655.4387	1551.1951	79
2927.5386	1657.9885	80
3148.6125	1561.5889	81
3396.3088	1609.4359	82
3865.0083	1825.8762	83
160.38667	2018.641	84
508.7405	2042.3901	85
724.15546	1851.0039	86
1034.0198	1780.8827	87
1269.2695	1894.7131	88
1588.4897	1840.7687	89
1858.5637	1840.4487	90
2131.809	1765.0908	91
2454.0552	1873.2793	92
2721.9038	1831.1312	93
2970.9177	1930.9008	94
3224.3594	1812.682	95
3516.8906	1866.4487	96
3712.491	2030.477	97
111.75171	2244.8176	98
403.8604	2271.7056	99
742.1726	2194.0776	100
966.5007	2054.903	101
1226.2021	2169.785	102
1543.0466	2199.4277	103
1833.651	2173.3682	104
2155.631	2071.7695	105
2419.5913	2160.5913	106
2695.9324	2100.0261	107
2972.922	2206.1672	108
3217.5688	2056.6392	109
3490.7585	2157.704	110
3903.0447	2135.1624	111
150.26491	2478.3687	112
447.2544	2539.4966	113
715.03906	2456.153	114
1016.3982	2347.1704	115
1293.1506	2471.7817	116
1595.3065	2511.8865	117
1871.5231	2489.5781	118
2131.0735	2369.2285	119
2425.5195	2454.603	120
2723.9475	2368.7886	121
2999.5654	2487.914	122
3262.5723	2323.2402	123
3567.6526	2515.6985	124
3847.9133	2569.4136	125
147.46358	2721.7346	126
428.43185	2783.5593	127
707.2947	2748.9507	128
963.8893	2635.386	129
1213.114	2754.8738	130
1494.9594	2750.413	131
1822.3468	2749.518	132
2154.3862	2674.3965	133
2475.201	2730.946	134
2764.0488	2656.3186	135
3035.228	2807.6196	136
3344.4385	2861.0388	137
3589.9597	2751.4563	138
3861.141	2827.4978	139
123.38643	2994.9333	140
393.01645	3031.3005	141
694.89777	3025.8052	142
994.97656	2936.8435	143
1345.9254	3068.1777	144
1626.0359	3023.4377	145
1903.2307	2994.0198	146
2145.778	2961.0535	147
2395.677	2983.1292	148
2746.9446	3002.2183	149
3149.0237	3060.909	150
3422.9531	3081.434	151
3643.859	2998.0452	152
3883.0898	3069.2166	153
143.9437	3276.634	154
444.6938	3276.3057	155
734.7931	3326.819	156
984.4746	3199.815	157
1293.4098	3350.4482	158
1580.0216	3282.9314	159
1886.6024	3287.7532	160
2171.0244	3238.943	161
2510.058	3264.276	162
2745.6597	3379.42	163
2984.1414	3267.877	164
3337.6147	3287.6335	165
3623.9746	3260.63	166
3871.209	3318.7537	167
121.61305	3573.1018	168
416.61145	3543.8613	169
727.21576	3599.7073	170
985.22076	3498.4104	171
1220.1238	3606.432	172
1468.7865	3562.8948	173
1766.9342	3572.5178	174
2029.6002	3545.9905	175
2315.5754	3582.1665	176
2607.1575	3585.3945	177
2954.6648	3604.9626	178
3233.845	3559.7405	179
3569.445	3499.4873	180
3849.7703	3575.1978	181
119.81605	3857.9065	182
363.77234	3849.0015	183
697.4567	3871.0686	184
987.12915	3813.217	185
1271.7671	3864.0874	186
1561.1403	3849.254	187
1876.9902	3856.4314	188
2165.784	3876.2	189
2447.0574	3848.2305	190
2710.73	3852.1948	191
2996.451	3864.5593	192
3313.217	3857.9915	193
3597.4526	3853.3691	194
3875.4949	3843.1482	195
