1385.7784	345.5159
1387.09	330.19293
1408.1117	332.82407
1418.6166	343.04242
1409.4324	356.60672
1389.8118	364.4136
1408.7283	388.78082
1414.0659	406.96167
1429.2948	403.8236
1440.3247	416.67825
1452.565	408.89102
1485.4825	404.95877
1496.5759	387.829
1500.1249	364.11606
1514.2711	382.06165
1521.3126	363.8831
1547.5084	356.08255
1555.9978	337.42963
1535.6154	342.15582
1529.8252	325.1162
1548.3596	320.77167
1530.3877	306.43668
1509.5427	304.81216
1514.1199	286.7349
1505.8184	272.29236
1512.5447	249.82993
1494.359	232.98474
1517.7393	229.31493
1505.0927	213.78464
1487.7507	219.64203
1464.883	216.37373
1442.9808	211.98949
1435.4176	230.93408
1419.1204	205.27362
1401.1345	211.41426
1421.0756	223.73305
1404.9418	232.94865
1386.58	242.29803
1402.7532	255.36046
1392.7104	266.82043
1415.9219	272.72025
1417.2986	296.1506
1433.8715	288.7383
1445.1124	306.5563
1465.7173	323.83246
1490.6475	323.85614
1494.5842	340.73666
1511.8481	335.76437
1486.3191	301.30832
1466.0142	289.90234
1492.8138	284.42523
1531.5996	282.52826
1524.5436	266.6742
1481.6788	265.02017
1469.542	273.1643
1451.4988	271.85352
1431.7662	262.54196
1418.3746	258.54034
1431.2147	245.91347
1447.5391	238.30263
1460.7075	248.5076
1478.2285	233.41042
1458.4906	195.7833
1476.2408	195.9899
1502.563	189.9541
1484.3724	171.873
1494.3794	161.88234
1473.4014	150.60796
1456.0468	154.63837
1464.9542	178.65317
1441.9456	186.48878
1412.9008	183.6395
1379.8105	145.1993
1378.8622	202.39545
1353.2242	217.28365
1373.9846	224.3293
1347.6528	238.27847
1363.3168	255.09521
1371.7894	269.9292
1344.9526	286.29984
1364.0198	288.64648
1387.8033	290.86325
1373.5897	308.2462
1396.3994	316.88754
1412.2855	310.51953
1424.87	320.58804
1434.6027	345.07404
1433.6083	382.40073
1451.7793	364.06982
1465.8306	345.02484
1484.4332	354.5491
1478.7118	373.61658
1461.2273	384.0759
1474.6813	424.14835
1456.4099	445.52344
1451.5116	431.18787
1429.4376	426.34842
1401.5619	414.06436
1390.6995	402.57162
1372.6605	393.46588
1376.4221	380.034
1362.6334	374.2604
1357.3594	356.5871
1358.6506	336.26852
1366.5034	322.4756
1343.4961	306.0823
1333.3518	333.3733
1333.0168	358.13266
1319.7035	365.37732
1301.4749	359.23444
1309.5973	345.07874
1302.7235	315.98346
1283.8245	335.8512
1284.0323	304.14233
1269.7639	302.752
1258.1945	316.65985
1257.2008	340.2741
1282.2148	363.8326
1302.6779	374.6247
1335.9144	382.51965
1350.2646	391.90436
1377.38	410.12772
1379.5625	424.3126
1352.6731	409.4479
1334.8214	411.5595
1330.676	395.36258
1312.9037	405.09805
1294.7965	423.73697
1298.7284	439.1524
1312.9071	420.65094
1332.0673	432.53058
1324.0747	458.18076
1342.4017	453.52292
1365.451	429.16537
1360.201	448.33926
1372.3733	461.83307
1388.2776	442.78445
1397.4182	458.5153
1399.5319	476.16602
1418.522	481.64066
1416.4833	454.7826
1408.699	441.83588
1409.8018	426.1504
1432.2078	444.08173
1443.592	453.8572
1428.3622	460.84494
1343.6321	530.08215
1354.2976	520.4973
1360.814	507.8749
1374.4902	495.23676
1387.7837	509.4492
1404.8455	534.0029
1427.6996	544.11914
1414.3297	553.52356
1401.0587	567.6175
1413.7018	590.8703
1386.0226	587.90875
1410.1007	611.86224
1439.7817	596.387
1443.6041	577.38934
1420.5254	570.7014
1428.2947	559.5733
1444.427	562.0746
1441.8285	538.55023
1451.7863	520.36786
1425.6881	525.9511
1432.6661	496.08752
1450.534	497.04156
1443.1747	480.10928
1412.9445	505.30304
1403.4867	520.14386
1396.0502	492.76157
1385.0798	479.44574
1371.5461	475.72733
1357.9575	480.11746
1336.7101	478.8416
1334.0376	504.04758
1318.3262	522.3051
1322.9595	539.009
1334.181	557.2088
1341.7809	569.91425
1354.6323	557.9091
1373.4668	546.25684
1375.5995	524.4137
1388.0964	539.6872
1384.6685	565.7954
1370.589	563.4862
1366.4338	578.4425
1378.4387	610.3312
1386.1451	622.96075
1399.3588	628.04364
1375.25	637.049
1358.9583	642.77747
1377.1042	666.57074
1366.795	653.82324
1281.9955	729.5955
1267.7393	729.31494
1250.0	750.0
1244.3641	732.985
1255.0925	713.7846
1251.6284	682.6037
1237.0416	701.7789
1224.7545	670.0387
1217.4154	695.2286
1216.5735	714.7188
1224.9895	727.2635
1237.1974	744.76434
1220.8656	744.9381
1221.2556	762.70215
1255.8262	772.3057
1274.4774	747.33795
1274.5436	766.6742
1264.1199	786.73486
1293.5249	774.8809
1300.0012	749.9924
1312.99	768.9387
1330.741	759.751
1350.6487	749.5177
1328.2344	730.14984
1343.5367	711.7393
1336.2388	696.57324
1318.6051	702.3909
1300.0735	707.1611
1304.0731	729.3235
1279.8319	714.4924
1301.4404	680.5949
1275.7697	675.6608
1260.1998	666.2102
1244.0875	661.33246
1262.0717	650.5276
1259.033	635.4851
1238.3923	630.3158
1241.2181	647.84503
1226.3486	645.3311
1203.9386	638.50696
1209.195	658.5607
1199.251	677.78326
1189.8406	652.48145
1181.8018	675.45795
1179.1859	694.9478
1165.7968	672.21265
1148.3427	674.7635
1136.5184	689.37213
1125.637	711.94
1123.4662	733.7583
1120.5881	750.98663
1136.0138	756.3095
1152.7532	755.3604
1164.9059	744.298
1147.5449	721.6769
1139.2205	704.5953
1160.6423	696.6663
1196.4744	706.3505
1171.0756	723.7331
1191.0693	720.517
1187.6254	739.11487
1206.8499	740.31683
1194.9132	756.60974
1201.4988	771.8535
1200.5974	789.6862
1228.8243	776.3226
1242.8112	784.41833
1224.6033	798.7576
1215.2024	814.46936
1195.1124	806.55634
1203.8064	822.9198
1186.7953	826.7399
1177.6776	812.1251
1183.8715	788.7383
1173.6061	765.51904
1165.1329	781.3973
1167.2916	796.17084
1148.3859	802.9341
1143.6378	781.128
1124.4384	783.8705
1119.0602	798.99744
1162.2854	810.51953
1145.9672	823.5038
1127.962	833.9411
1139.0522	854.6344
1159.4324	856.60675
1158.1117	832.82404
1168.621	843.0366
1187.9067	858.1504
1178.4401	869.86285
1183.6179	882.40344
1211.2374	884.075
1224.1782	899.0114
1246.5787	887.8273
1259.5466	906.58655
1272.6951	920.45105
1290.3085	917.7816
1305.8395	908.24915
1315.9407	922.85126
1284.1277	935.65045
1302.834	943.4503
1294.1075	962.2132
1308.8622	971.1591
1294.6748	991.1761
1276.6339	984.5027
1274.9692	964.65967
1264.0406	940.55164
1252.9349	958.93964
1236.2073	944.3139
1241.7113	923.7323
1210.3988	911.1527
1224.6849	924.1444
